vin,year,make,model,trim,price,mileage,body_style,seats,features,photo_url,listing_url,location,dealer_phone,doc_fee,stock_number
JM1NDAM77N0502874,2022,Mazda,MX-5 Miata RF,Grand Touring 6MT,30977,5833,,,Soul Red Crystal Metallic; LEATHER UPHOLSTERY W/LIGHT GRAY STITCHING; Automatic; 4 Cylinder Engine; RWD,https://imagescdn.dealercarsearch.com/Media/3833/24218170/639233614839766663.jpg,https://www.craigandlandrethcars.com/vdp/24218170/Used-2022-Mazda-MX5-Miata-RF-Grand-Touring-6MT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48407
5N1AZ2CS1RC108105,2024,Nissan,Murano,SL AWD,30800,38799,,,Pearl White Tricoat; LEATHER-APPOINTED SEAT TRIM; CVT; V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168828/639233544232255057.jpg,https://www.craigandlandrethcars.com/vdp/24168828/Used-2024-Nissan-Murano-SL-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48352
3MZBPBEY7SM457755,2025,Mazda,MAZDA3,Premium Plus AWD,30775,9801,,,Machine Gray Metallic; LEATHER SEAT TRIM; Automatic; 4 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24224033/639233615342851805.jpg,https://www.craigandlandrethcars.com/vdp/24224033/Used-2025-Mazda-MAZDA3-Premium-Plus-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48095
5YJYGDEE1MF069720,2021,Tesla,Model Y,Long Range,30600,65130,,,Red; 1-Speed Automatic; Electric Motor; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24184786/639223275941079208.jpg,https://www.craigandlandrethcars.com/vdp/24184786/Used-2021-Tesla-Model-Y-Long-Range-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21005
KMUMADTB7NU026336,2022,Genesis,GV70,2.5T,30288,73599,,,Himalayan Gray; LEATHER SEATING SURFACES; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168825/639233544189168282.jpg,https://www.craigandlandrethcars.com/vdp/24168825/Used-2022-Genesis-GV70-25T-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48017A
5LM5J7XCXMGL09413,2021,Lincoln,Aviator,Reserve AWD,30000,92016,,,Infinite Black; Automatic; V6 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24238999/639233903651016881.jpg,https://www.craigandlandrethcars.com/vdp/24238999/Used-2021-Lincoln-Aviator-Reserve-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48257
KNAG64J75T5432796,2026,Kia,K5,GT-Line,29900,4946,,,Aurora Black Pearl; SYNTEX SEAT TRIM; 8-Speed Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/23805987/639233543287701267.jpg,https://www.craigandlandrethcars.com/vdp/23805987/Used-2026-Kia-K5-GTLine-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47986
JTDACAAU0S3059800,2025,Toyota,Prius,LE,29800,20053,,,Cutting Edge; CVT; 2.0L L4 DOHC 16V HYBRID; FWD,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235050/Used-2025-Toyota-Prius-LE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48415
1GCGSBEC0R1147546,2024,Chevrolet,Colorado,Work Truck,29800,18025,,,White; Cloth; 8 Speed Automatic; 2.7L Turbo; RWD,https://imagescdn.dealercarsearch.com/Media/1129/23989310/639233643933340510.jpg,https://www.craigandlandrethcars.com/vdp/23989310/Used-2024-Chevrolet-Colorado-Work-Truck-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20885
1C4JJXP6XPW608815,2023,Jeep,Wrangler,Unlimited Sahara 4XE,29800,34411,,,Yellow; Leather; 8 Speed Automatic; 2.0L I4 DOHC; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24028592/639229323981365017.jpg,https://www.craigandlandrethcars.com/vdp/24028592/Used-2023-Jeep-Wrangler-Unlimited-Sahara-4XE-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20923
JN8AY2NE3L9782005,2020,Nissan,Armada,Platinum 4WD,29800,52355,,,Gray; Leather; 7 Speed Automatic; 5.6L V8; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23941029/639233643942764997.jpg,https://www.craigandlandrethcars.com/vdp/23941029/Used-2020-Nissan-Armada-Platinum-4WD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20837
3C6UR5CJ3JG278470,2018,RAM,2500,Tradesman,29800,64716,,,Red; Vinyl; 6 Speed Automatic; 6.4L Heavy Duty V8 HEMI w/MDS; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23990589/639223131995847024.jpg,https://www.craigandlandrethcars.com/vdp/23990589/Used-2018-RAM-2500-Tradesman-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20438T
4S4BTADC8S3179007,2025,Subaru,Outback,Premium,29800,9236,,,Silver; Cloth; CVT Lineartronic; 2.5L 4-Cylinder DOHC 16V; AWD,https://imagescdn.dealercarsearch.com/Media/1129/23897098/639233643880938711.jpg,https://www.craigandlandrethcars.com/vdp/23897098/Used-2025-Subaru-Outback-Premium-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20809
1C4HJXDN2NW277641,2022,Jeep,Wrangler,Unlimited Willys 4x4,29600,36852,,,Blue; Cloth; 8 Speed Automatic; 2.0L I4 DOHC; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23824658/639223275937037626.jpg,https://www.craigandlandrethcars.com/vdp/23824658/Used-2022-Jeep-Wrangler-Unlimited-Willys-4x4-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20754
3C6LRVDG4PE535669,2023,RAM,ProMaster Cargo Van,High Roof,29600,40736,,,White; Cloth; 9 Speed Automatic; 3.6L V6 24V VVT; FWD,https://imagescdn.dealercarsearch.com/Media/1129/23851036/639233643866781730.jpg,https://www.craigandlandrethcars.com/vdp/23851036/Used-2023-RAM-ProMaster-Cargo-Van-High-Roof-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20759
7MUEAAAG8SV128402,2025,Toyota,Corolla Cross,XLE,29452,30711,,,Jet Black; SOFTEX SYNTHETIC LEATHER SEAT TRIM; CVT; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218179/639233615041082321.jpg,https://www.craigandlandrethcars.com/vdp/24218179/Used-2025-Toyota-Corolla-Cross-XLE-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48179
1HGCY1F24RA032060,2024,Honda,Accord,LX,29000,25784,,,Platinum White Pearl; FABRIC SEAT TRIM; CVT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168704/639233542642449293.jpg,https://www.craigandlandrethcars.com/vdp/24168704/Used-2024-Honda-Accord-LX-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48314
1C6RR7TT0KS654555,2019,RAM,1500 Classic,Tradesman Crew Cab LWB 4WD,28990,68307,,,Billet Silver Metallic Clearcoat; 8 Speed Automatic; 8 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218152/639233903651016881.jpg,https://www.craigandlandrethcars.com/vdp/24218152/Used-2019-RAM-1500-Classic-Tradesman-Crew-Cab-LWB-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48120B
1HGCY2F79PA025149,2023,Honda,Accord,Sport-L,28980,37336,,,Platinum White Pearl; LEATHER-TRIMMED SEAT TRIM; 1-Speed Direct-Drive Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235004/639233542087848744.jpg,https://www.craigandlandrethcars.com/vdp/24235004/Used-2023-Honda-Accord-SportL-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48043
1GCES14P54B110730,2004,Chevrolet,SSR,Base,28800,20612,,,"Redline Red; ULTRASOFT NUANCE LEATHER SEATING SURFACES; 4-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED WITH; 8 Cylinder Engine; Rear Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24234999/639233541836487775.jpg,https://www.craigandlandrethcars.com/vdp/24234999/Used-2004-Chevrolet-SSR-Base-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48450
3FMCR9G61PRD68260,2023,Ford,Bronco Sport,Heritage,28800,26142,,,Red; Cloth; 8 Speed Automatic; 1.5L EcoBoost; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23989322/639233643948238256.jpg,https://www.craigandlandrethcars.com/vdp/23989322/Used-2023-Ford-Bronco-Sport-Heritage-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20886
4S4BTGPD8L3206943,2020,Subaru,Outback,Touring XT,28800,18773,,,Gray; Leather; CVT Lineartronic; 2.4L 4-Cylinder DOHC 16V; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24229007/639232635498487788.jpg,https://www.craigandlandrethcars.com/vdp/24229007/Used-2020-Subaru-Outback-Touring-XT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21058
5UXCR6C08LLL82751,2020,BMW,X5,xDrive40i,28800,73024,,,Blue; Leather; 8 Speed Automatic; 3.0L I6 DOHC 24V TwinPower Turbo; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24080017/639233645046743036.jpg,https://www.craigandlandrethcars.com/vdp/24080017/Used-2020-BMW-X5-xDrive40i-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20961
1C4RJHDG6N8617860,2022,Jeep,Grand Cherokee,Overland 4x4,28700,78139,,,Black; Leather; 8 Speed Automatic; 3.6L V6 24V VVT; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24051697/639233645012793800.jpg,https://www.craigandlandrethcars.com/vdp/24051697/Used-2022-Jeep-Grand-Cherokee-Overland-4x4-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20948
1GYKNGRS3PZ104652,2023,Cadillac,XT5,Sport AWD,28680,80741,,,Crystal White Tricoat; LEATHER SEATING SURFACES WITH MINI-PERFORATED INSE; 9-SPEED AUTOMATIC; V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168713/639233542876984668.jpg,https://www.craigandlandrethcars.com/vdp/24168713/Used-2023-Cadillac-XT5-Sport-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48269A
1GCGTCEN8M1282190,2021,Chevrolet,Colorado,LT Crew Cab Long Box 4WD,28500,61466,,,Black; CLOTH SEAT TRIM; 8-SPEED AUTOMATIC; V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168705/639233542696978416.jpg,https://www.craigandlandrethcars.com/vdp/24168705/Used-2021-Chevrolet-Colorado-LT-Crew-Cab-Long-Box-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48310
WP1AB2A54GLB45697,2016,Porsche,Macan,S,28486,19643,,,Jet Black Metallic; Auto-Shift Manual; V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168838/639233543103326250.jpg,https://www.craigandlandrethcars.com/vdp/24168838/Used-2016-Porsche-Macan-S-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48068
1C6RRFFGXKN886779,2019,RAM,1500,Big Horn Crew Cab SWB 4WD,28400,111807,,,Diamond Black Crystal Pearlcoat; 8-SPEED AUTOMATIC (850RE); V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168637/Used-2019-RAM-1500-Big-Horn-Crew-Cab-SWB-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47912A
2FMPK4J98RBA96982,2024,Ford,Edge,SEL,28399,20060,,,Agate Black; Premium Synthetic; 8-Speed Shiftable Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/23900969/639233543025504469.jpg,https://www.craigandlandrethcars.com/vdp/23900969/Used-2024-Ford-Edge-SEL-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48093
3GNAXNEG5RL113243,2024,Chevrolet,Equinox,Premier,28211,16812,,,"Mosaic Black Metallic; PERFORATED LEATHER-APPOINTED SEAT TRIM; 6-SPEED AUTOMATIC, ELECTRONICALLY-CONTROLLED WITH; 4 Cylinder Engine; Front Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24168816/639233542786509744.jpg,https://www.craigandlandrethcars.com/vdp/24168816/Used-2024-Chevrolet-Equinox-Premier-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47797A
3FMCR9G63RRE35296,2024,Ford,Bronco Sport,Heritage 4x4,28000,34022,,,Gray; Cloth; 8 Speed Automatic; 1.5L EcoBoost; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24035646/639233644908699798.jpg,https://www.craigandlandrethcars.com/vdp/24035646/Used-2024-Ford-Bronco-Sport-Heritage-4x4-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20896A
2FMPK4J91RBA17099,2024,Ford,Edge,SEL,27800,21769,,,Forged Green; 8-Speed Shiftable Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168686/639233542280644307.jpg,https://www.craigandlandrethcars.com/vdp/24168686/Used-2024-Ford-Edge-SEL-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48084
2FMPK4J91PBA02812,2023,Ford,Edge,SEL AWD,27700,15230,,,Silver; Premium Synthetic; 8 Speed Automatic; EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT; AWD,https://imagescdn.dealercarsearch.com/Media/1129/23721295/639234507786206109.jpg,https://www.craigandlandrethcars.com/vdp/23721295/Used-2023-Ford-Edge-SEL-AWD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20626
3VVVC7B23SM035914,2025,Volkswagen,Taos,1.5T SE,27700,5892,,,Green; Cloth; 8-Speed Automatic with Tiptronic; 1.5L I4 Turbocharged DOHC 16V LEV3-SULEV30 174hp; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24217861/639231772162786288.jpg,https://www.craigandlandrethcars.com/vdp/24217861/Used-2025-Volkswagen-Taos-15T-SE-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21045
1GKS2AKC6HR186297,2017,GMC,Yukon,SLE,27654,79012,,,"Summit White; PREMIUM CLOTH SEAT TRIM; 6-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED; 8 Cylinder Engine; Four Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/23909780/639233542197181714.jpg,https://www.craigandlandrethcars.com/vdp/23909780/Used-2017-GMC-Yukon-SLE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48107
WA1LXBF72ND009530,2022,Audi,Q7,Premium Plus 55 TFSI quattro,27400,62899,,,SIL; 3.0L V6 DOHC 32V TURBO HYBRID; AWD,https://imagescdn.dealercarsearch.com/Media/1123/24168843/639233543195398991.jpg,https://www.craigandlandrethcars.com/vdp/24168843/Used-2022-Audi-Q7-Premium-Plus-55-TFSI-quattro-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48102
1C4PJMBX1ND536484,2022,Jeep,Cherokee,Trailhawk,27300,28737,,,Gray; Cloth; 9 Speed Automatic; 3.2L V6; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24212122/639233499879073029.jpg,https://www.craigandlandrethcars.com/vdp/24212122/Used-2022-Jeep-Cherokee-Trailhawk-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21039
2HKRW2H86LH605241,2020,Honda,CR-V,EX-L AWD,27199,71771,,,Crystal Black Pearl; LEATHER SEAT TRIM; CVT; 4 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24218195/639236495510741713.jpg,https://www.craigandlandrethcars.com/vdp/24218195/Used-2020-Honda-CRV-EXL-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48342
JM3KFBCM5R0390793,2024,Mazda,CX-5,Preferred,27000,16999,,,Jet Black Mica; LEATHER SEAT TRIM; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168777/639233543796792733.jpg,https://www.craigandlandrethcars.com/vdp/24168777/Used-2024-Mazda-CX5-Preferred-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48252
19XFL1H83NE006746,2022,Honda,Civic,Sport Touring Hatchback CVT,26900,40432,,,Platinum White Pearl; LEATHER-TRIMMED SEATING SURFACES; CVT; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24238993/639233903450676558.jpg,https://www.craigandlandrethcars.com/vdp/24238993/Used-2022-Honda-Civic-Sport-Touring-Hatchback-CVT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D47950B
1FM5K8HC1LGB55600,2020,Ford,Explorer,Platinum,26800,74434,,,White; Leather; 10 Speed; 3.0L EcoBoost V6; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24008285/639233643974487435.jpg,https://www.craigandlandrethcars.com/vdp/24008285/Used-2020-Ford-Explorer-Platinum-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20907
JF1VA1B60L9828615,2020,Subaru,WRX,Premium Performance Package AWD,26800,33404,,,Blue; Leather; 6 Speed Manual; 2.0L DOHC Intercooled Turbocharged; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24146354/639233645478597706.jpg,https://www.craigandlandrethcars.com/vdp/24146354/Used-2020-Subaru-WRX-Premium-Performance-Package-AWD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20887A
3C4NJDCN8PT520445,2023,Jeep,Compass,Limited,26800,6068,,,Gray; Premium Synthetic; 8 Speed Automatic; 2.0L I4 DOHC; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24212151/639231772063388722.jpg,https://www.craigandlandrethcars.com/vdp/24212151/Used-2023-Jeep-Compass-Limited-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21037
ZACNDFBN5P3A02635,2023,Dodge,Hornet,GT Plus,26600,30390,,,Blu Bayou; 9-SPEED 948TE AUTOMATIC; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168852/639233544168349146.jpg,https://www.craigandlandrethcars.com/vdp/24168852/Used-2023-Dodge-Hornet-GT-Plus-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48332
19XFL2H89NE009642,2022,Honda,Civic,Sport,26400,8335,,,Black; Cloth; CVT; 2.0L I4 DOHC 16V; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24039201/639233644959673502.jpg,https://www.craigandlandrethcars.com/vdp/24039201/Used-2022-Honda-Civic-Sport-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20934
1FMCU9MN9PUA69232,2023,Ford,Escape,ST-Line AWD,26400,10715,,,Gray; Vinyl; 8 Speed Automatic; 1.5L EcoBoost; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24083196/639233645053201744.jpg,https://www.craigandlandrethcars.com/vdp/24083196/Used-2023-Ford-Escape-STLine-AWD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20954
1G1YY26UX75121321,2007,Chevrolet,Corvette,Coupe LT2,26300,81694,,,"Velocity Yellow Tintcoat; HIGHWEAR NUANCE LEATHER SEAT TRIM; 6-SPEED MANUAL, SHORT-THROW; 8 Cylinder Engine; Rear Wheel Drive",https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168665/Used-2007-Chevrolet-Corvette-Coupe-LT2-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48211B
1FMCU9JA7PUA62460,2023,Ford,Escape,Platinum AWD w/ Premium Technology,26200,38980,,,Silver; Leather; 8 Speed Automatic; EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24198432/639234795757283051.jpg,https://www.craigandlandrethcars.com/vdp/24198432/Used-2023-Ford-Escape-Platinum-AWD-w-Premium-Technology-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21016
1G1YY22GXW5107837,1998,Chevrolet,Corvette,Coupe,25980,31162,,,Arctic White; LEATHER SEAT TRIM; 4-SPEED ELECTRONICALLY-CONTROLLED AUTOMATIC TRANSM; 8 Cylinder Engine; RWD,https://imagescdn.dealercarsearch.com/Media/3833/24237322/639233615644628651.jpg,https://www.craigandlandrethcars.com/vdp/24237322/Used-1998-Chevrolet-Corvette-Coupe-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48444
JTDBCMFE2SJ043357,2025,Toyota,Corolla Hybrid,SE,25980,37577,,,Classic Silver Metallic; CVT; 1.8L L4 DOHC 16V HYBRID; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24239001/639233903550600895.jpg,https://www.craigandlandrethcars.com/vdp/24239001/Used-2025-Toyota-Corolla-Hybrid-SE-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48428
YV4L12UE6R2289248,2024,Volvo,XC40,B5 Plus Bright AWD,25800,69554,,,Red; 2.0L L4 DOHC 16V HYBRID; AWD,https://imagescdn.dealercarsearch.com/Media/1123/24173917/639233544214787386.jpg,https://www.craigandlandrethcars.com/vdp/24173917/Used-2024-Volvo-XC40-B5-Plus-Bright-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48368
3C4NJDCB4NT201613,2022,Jeep,Compass,Limited 4WD,25800,28179,,,Diamond Black Crystal Pearlcoat; 9-SPEED 948TE AUTOMATIC; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168740/639233543025991192.jpg,https://www.craigandlandrethcars.com/vdp/24168740/Used-2022-Jeep-Compass-Limited-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48045
5YFS4MCEXSP244680,2025,Toyota,Corolla,SE,25800,6070,,,Ice Cap; FABRIC SEAT TRIM; 10-Speed Shiftable CVT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235025/639233543652091507.jpg,https://www.craigandlandrethcars.com/vdp/24235025/Used-2025-Toyota-Corolla-SE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48175
1GCPYBEH9KZ397479,2019,Chevrolet,Silverado 1500,Custom Crew Cab Long Box 4WD,25800,90281,,,"Summit White; CLOTH SEAT TRIM; 6-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED; V6 Cylinder Engine; 4x4",https://imagescdn.dealercarsearch.com/Media/1123/24168688/639233542428692551.jpg,https://www.craigandlandrethcars.com/vdp/24168688/Used-2019-Chevrolet-Silverado-1500-Custom-Crew-Cab-Long-Box-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48187
JM3KFBBL1R0462825,2024,Mazda,CX-5,2.5 S Select Package AWD,25800,53434,,,Blue; Premium Synthetic; 6 Speed Automatic; SKYACTIV®-G 2.5L 4-Cylinder DOHC 16V; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24198493/639234795757439299.jpg,https://www.craigandlandrethcars.com/vdp/24198493/Used-2024-Mazda-CX5-25-S-Select-Package-AWD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21017
1HGCY1F37RA063165,2024,Honda,Accord,EX,25800,49062,,,Black; Cloth; CVT; 1.5T I4 DOHC 16V Turbocharged VTEC; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24187995/639227451819227943.jpg,https://www.craigandlandrethcars.com/vdp/24187995/Used-2024-Honda-Accord-EX-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21028
